id_cliente,genero,casado,event_time,idade_18-29,idade_30-39,idade_40-49,idade_50-59,idade_60-69,idade_70-plus,num_dias_ativo
C50,0,1,2024-11-27T04:57:49.838Z,False,False,False,False,True,False,0.49383561643835616
C51,1,1,2024-11-27T04:57:49.840Z,False,False,False,False,False,True,0.6561643835616437
C52,1,1,2024-11-27T04:57:49.843Z,False,False,False,False,False,True,0.9424657534246577
C53,0,0,2024-11-27T04:57:49.846Z,False,False,False,False,False,True,0.8595890410958904
C54,0,1,2024-11-27T04:57:49.847Z,False,False,False,False,False,True,0.556849315068493
C55,1,0,2024-11-27T04:57:49.848Z,False,False,False,False,False,True,0.013698630136986134
C56,1,1,2024-11-27T04:57:49.851Z,False,False,False,False,False,True,0.16506849315068495
C57,0,1,2024-11-27T04:57:49.853Z,False,False,False,False,True,False,0.8075342465753423
C58,0,0,2024-11-27T04:57:49.856Z,False,False,False,False,False,True,0.5027397260273971
C59,1,1,2024-11-27T04:57:49.859Z,True,False,False,False,False,False,0.5020547945205478
C60,1,1,2024-11-27T04:57:49.861Z,False,False,True,False,False,False,0.06438356164383552
C61,1,0,2024-11-27T04:57:49.863Z,True,False,False,False,False,False,0.8410958904109589
C62,1,1,2024-11-27T04:57:49.866Z,False,False,False,False,False,True,0.4924657534246575
C63,1,1,2024-11-27T04:57:49.867Z,False,False,False,True,False,False,0.9383561643835616
C64,0,1,2024-11-27T04:57:49.871Z,False,True,False,False,False,False,0.4780821917808218
C65,1,0,2024-11-27T04:57:49.874Z,False,False,False,True,False,False,0.9116438356164385
C66,1,1,2024-11-27T04:57:49.875Z,False,False,False,False,True,False,0.5184931506849315
C67,1,0,2024-11-27T04:57:49.877Z,False,False,False,False,False,True,0.38972602739726026
C68,1,0,2024-11-27T04:57:49.878Z,False,False,False,False,True,False,0.24246575342465748
C69,1,0,2024-11-27T04:57:49.880Z,True,False,False,False,False,False,0.002054794520547798
C70,0,0,2024-11-27T04:57:49.883Z,False,False,False,False,False,True,0.9130136986301367
C71,0,1,2024-11-27T04:57:49.884Z,False,False,False,False,True,False,0.8472602739726027
C72,1,1,2024-11-27T04:57:49.898Z,False,False,False,False,False,False,0.3232876712328767
C73,0,0,2024-11-27T04:57:49.900Z,False,False,False,False,True,False,0.9205479452054792
C74,1,1,2024-11-27T04:57:49.902Z,True,False,False,False,False,False,0.42260273972602724
C75,0,0,2024-11-27T04:57:49.904Z,False,False,True,False,False,False,0.915068493150685
C76,1,1,2024-11-27T04:57:49.906Z,True,False,False,False,False,False,0.5308219178082192
C77,0,0,2024-11-27T04:57:49.907Z,False,False,False,False,True,False,0.641780821917808
C78,0,0,2024-11-27T04:57:49.909Z,True,False,False,False,False,False,0.19109589041095876
C79,0,0,2024-11-27T04:57:49.911Z,False,False,False,False,True,False,0.40821917808219177
C80,0,1,2024-11-27T04:57:49.913Z,False,False,True,False,False,False,0.049315068493150704
C81,1,1,2024-11-27T04:57:49.915Z,False,False,False,False,True,False,0.5650684931506849
C82,0,1,2024-11-27T04:57:49.918Z,False,False,False,False,False,True,0.30616438356164366
C83,0,1,2024-11-27T04:57:49.922Z,False,False,False,False,False,True,0.2999999999999998
C84,0,1,2024-11-27T04:57:49.924Z,True,False,False,False,False,False,0.002739726027397138
C85,1,1,2024-11-27T04:57:49.926Z,False,False,False,True,False,False,0.4452054794520548
C86,1,0,2024-11-27T04:57:49.929Z,False,False,False,False,False,True,0.2410958904109588
C87,1,1,2024-11-27T04:57:49.931Z,False,False,True,False,False,False,0.15479452054794507
C88,0,0,2024-11-27T04:57:49.932Z,False,False,False,False,False,True,0.5417808219178082
C89,1,0,2024-11-27T04:57:49.935Z,False,False,False,False,False,True,0.18493150684931492
C90,1,1,2024-11-27T04:57:49.937Z,False,True,False,False,False,False,0.6513698630136986
C91,1,0,2024-11-27T04:57:49.938Z,False,True,False,False,False,False,0.5335616438356163
C92,0,1,2024-11-27T04:57:49.939Z,False,False,False,False,False,True,0.3616438356164382
C93,1,1,2024-11-27T04:57:49.941Z,False,False,False,False,False,True,0.36095890410958886
C94,1,1,2024-11-27T04:57:49.942Z,False,False,False,False,True,False,0.49931506849315066
C95,0,1,2024-11-27T04:57:49.944Z,False,False,False,False,False,True,0.3082191780821917
C96,0,0,2024-11-27T04:57:49.947Z,True,False,False,False,False,False,0.1863013698630136
C97,0,0,2024-11-27T04:57:49.948Z,True,False,False,False,False,False,0.9979452054794522
C98,1,1,2024-11-27T04:57:49.950Z,False,True,False,False,False,False,0.13767123287671224
C99,0,0,2024-11-27T04:57:49.952Z,False,False,False,False,False,True,0.6075342465753424
C100,0,1,2024-11-27T04:57:49.953Z,False,False,True,False,False,False,0.24520547945205462
C101,0,1,2024-11-27T04:57:49.955Z,True,False,False,False,False,False,0.4541095890410958
C102,0,1,2024-11-27T04:57:49.956Z,False,False,True,False,False,False,0.39657534246575343
C103,1,1,2024-11-27T04:57:49.957Z,False,False,False,False,True,False,0.2924657534246575
C104,1,1,2024-11-27T04:57:49.960Z,False,False,False,True,False,False,0.2808219178082192
C105,1,1,2024-11-27T04:57:49.962Z,False,False,False,False,False,True,0.8561643835616439
C106,0,0,2024-11-27T04:57:49.964Z,False,False,False,False,False,True,0.9102739726027398
C107,0,0,2024-11-27T04:57:49.965Z,True,False,False,False,False,False,0.4232876712328766
C108,0,1,2024-11-27T04:57:49.967Z,False,True,False,False,False,False,0.7
C109,0,1,2024-11-27T04:57:49.969Z,True,False,False,False,False,False,0.7650684931506848
C110,0,0,2024-11-27T04:57:49.972Z,False,False,False,False,False,True,0.32191780821917804
C111,1,1,2024-11-27T04:57:49.975Z,False,False,False,False,True,False,0.6589041095890411
C112,1,0,2024-11-27T04:57:49.979Z,True,False,False,False,False,False,0.3143835616438355
C113,0,0,2024-11-27T04:57:49.981Z,True,False,False,False,False,False,0.3582191780821917
C114,0,0,2024-11-27T04:57:49.983Z,False,False,False,False,False,True,0.6801369863013698
C115,0,1,2024-11-27T04:57:49.984Z,True,False,False,False,False,False,0.7595890410958903
C116,0,0,2024-11-27T04:57:49.988Z,False,False,False,False,False,True,0.19109589041095876
C117,1,1,2024-11-27T04:57:49.992Z,False,False,False,False,True,False,0.5527397260273972
C118,1,1,2024-11-27T04:57:49.994Z,True,False,False,False,False,False,0.6020547945205479
C119,0,0,2024-11-27T04:57:49.996Z,False,False,False,False,False,True,0.17465753424657526
C120,0,0,2024-11-27T04:57:49.998Z,False,False,False,False,True,False,0.6253424657534246
C121,0,0,2024-11-27T04:57:50.000Z,True,False,False,False,False,False,0.7493150684931507
C122,1,1,2024-11-27T04:57:50.002Z,False,False,False,True,False,False,0.10136986301369855
C123,0,0,2024-11-27T04:57:50.006Z,False,False,False,True,False,False,0.7650684931506848
C124,1,0,2024-11-27T04:57:50.008Z,False,False,False,False,False,True,0.03424657534246567
C125,1,1,2024-11-27T04:57:50.011Z,True,False,False,False,False,False,0.5760273972602739
C126,0,1,2024-11-27T04:57:50.012Z,False,False,False,False,False,True,0.8808219178082193
C127,0,1,2024-11-27T04:57:50.015Z,False,False,False,True,False,False,0.05068493150684916
C128,0,0,2024-11-27T04:57:50.016Z,False,False,False,False,False,True,0.2684931506849315
C129,0,1,2024-11-27T04:57:50.019Z,False,False,False,False,True,False,0.9876712328767123
C130,1,0,2024-11-27T04:57:50.021Z,True,False,False,False,False,False,0.037671232876712146
C131,0,0,2024-11-27T04:57:50.023Z,False,True,False,False,False,False,0.6369863013698629
C132,0,1,2024-11-27T04:57:50.025Z,False,False,False,False,False,True,0.7863013698630135
C133,1,1,2024-11-27T04:57:50.027Z,True,False,False,False,False,False,0.8321917808219177
C134,1,1,2024-11-27T04:57:50.030Z,False,True,False,False,False,False,0.7006849315068493
C135,1,0,2024-11-27T04:57:50.032Z,False,False,False,False,True,False,0.1171232876712327
C136,1,1,2024-11-27T04:57:50.034Z,False,False,True,False,False,False,0.9924657534246575
C137,1,0,2024-11-27T04:57:50.035Z,True,False,False,False,False,False,0.4452054794520548
C138,0,1,2024-11-27T04:57:50.037Z,True,False,False,False,False,False,0.20890410958904093
C139,1,1,2024-11-27T04:57:50.039Z,False,False,False,False,False,True,0.1643835616438356
C140,1,1,2024-11-27T04:57:50.040Z,False,False,False,False,True,False,0.665068493150685
C141,1,1,2024-11-27T04:57:50.041Z,False,False,False,False,False,True,0.11301369863013688
C142,1,1,2024-11-27T04:57:50.043Z,False,False,False,True,False,False,0.3979452054794519
C143,0,1,2024-11-27T04:57:50.045Z,False,True,False,False,False,False,0.510958904109589
C144,1,1,2024-11-27T04:57:50.047Z,False,False,False,True,False,False,0.46095890410958895
C145,1,0,2024-11-27T04:57:50.049Z,False,False,False,False,True,False,0.6027397260273972
C146,0,0,2024-11-27T04:57:50.051Z,False,False,False,False,True,False,0.8054794520547945
C147,1,1,2024-11-27T04:57:50.053Z,False,True,False,False,False,False,0.8123287671232875
C148,0,1,2024-11-27T04:57:50.055Z,False,False,False,False,False,True,0.9328767123287669
C149,0,1,2024-11-27T04:57:50.057Z,False,False,False,False,True,False,0.11301369863013688
C150,1,0,2024-11-27T04:57:50.060Z,False,False,False,False,False,True,0.36575342465753424
C151,1,0,2024-11-27T04:57:50.061Z,False,True,False,False,False,False,0.8184931506849313
C152,1,0,2024-11-27T04:57:50.063Z,False,True,False,False,False,False,0.044520547945205324
C153,1,0,2024-11-27T04:57:50.067Z,False,False,False,False,True,False,0.09452054794520537
C154,1,0,2024-11-27T04:57:50.069Z,False,False,False,False,False,True,0.8945205479452052
C155,0,1,2024-11-27T04:57:50.071Z,True,False,False,False,False,False,0.13219178082191774
C156,1,0,2024-11-27T04:57:50.072Z,False,True,False,False,False,False,0.09246575342465735
C157,0,1,2024-11-27T04:57:50.074Z,False,False,False,False,False,True,0.7054794520547945
C158,1,0,2024-11-27T04:57:50.079Z,True,False,False,False,False,False,0.07054794520547936
C159,0,1,2024-11-27T04:57:50.081Z,False,False,False,False,True,False,0.21849315068493147
C160,1,0,2024-11-27T04:57:50.083Z,False,False,False,False,False,True,0.4602739726027396
C161,1,0,2024-11-27T04:57:50.086Z,False,False,False,False,False,True,0.3636986301369862
C162,0,0,2024-11-27T04:57:50.088Z,False,False,False,True,False,False,0.7623287671232877
C163,0,1,2024-11-27T04:57:50.090Z,False,False,False,False,False,True,0.5835616438356164
C164,1,0,2024-11-27T04:57:50.092Z,True,False,False,False,False,False,0.3999999999999999
C165,1,1,2024-11-27T04:57:50.094Z,False,True,False,False,False,False,0.8260273972602739
C166,0,1,2024-11-27T04:57:50.096Z,False,False,False,False,False,True,0.23835616438356166
C167,0,1,2024-11-27T04:57:50.098Z,False,False,False,True,False,False,0.12465753424657522
C168,0,0,2024-11-27T04:57:50.099Z,False,False,False,False,False,True,0.3945205479452054
C169,0,0,2024-11-27T04:57:50.102Z,False,False,False,False,False,True,0.06849315068493134
C170,0,0,2024-11-27T04:57:50.103Z,False,False,False,False,False,True,0.3027397260273972
C171,0,1,2024-11-27T04:57:50.106Z,False,True,False,False,False,False,0.26712328767123283
C172,1,0,2024-11-27T04:57:50.109Z,False,False,False,False,True,False,0.6575342465753424
C173,1,0,2024-11-27T04:57:50.110Z,False,False,False,False,False,True,0.8095890410958901
C174,0,1,2024-11-27T04:57:50.111Z,False,True,False,False,False,False,0.6732876712328766
C175,1,1,2024-11-27T04:57:50.113Z,False,False,False,False,False,True,0.49383561643835616
C176,0,1,2024-11-27T04:57:50.115Z,False,False,False,False,True,False,0.2554794520547945
C177,0,1,2024-11-27T04:57:50.117Z,False,False,True,False,False,False,0.002054794520547798
C178,1,0,2024-11-27T04:57:50.118Z,False,False,False,False,False,True,0.995890410958904
C179,0,1,2024-11-27T04:57:50.120Z,False,False,False,False,True,False,0.9130136986301367
C180,1,1,2024-11-27T04:57:50.122Z,True,False,False,False,False,False,0.9136986301369863
C181,0,1,2024-11-27T04:57:50.123Z,False,False,False,True,False,False,0.5260273972602738
C182,0,1,2024-11-27T04:57:50.125Z,False,False,False,False,False,True,0.8561643835616439
C183,0,1,2024-11-27T04:57:50.127Z,False,False,True,False,False,False,0.07534246575342451
C184,1,1,2024-11-27T04:57:50.129Z,False,False,True,False,False,False,0.4876712328767123
C185,1,1,2024-11-27T04:57:50.130Z,False,False,False,True,False,False,0.13287671232876708
C186,1,0,2024-11-27T04:57:50.131Z,False,False,False,True,False,False,0.34246575342465735
C187,0,0,2024-11-27T04:57:50.133Z,False,False,False,False,True,False,0.5287671232876712
C188,1,1,2024-11-27T04:57:50.135Z,True,False,False,False,False,False,0.8773972602739724
C189,0,0,2024-11-27T04:57:50.137Z,False,False,False,False,False,True,0.6493150684931506
C190,0,1,2024-11-27T04:57:50.139Z,True,False,False,False,False,False,0.5890410958904109
C191,1,0,2024-11-27T04:57:50.140Z,False,False,True,False,False,False,0.26917808219178085
C192,0,1,2024-11-27T04:57:50.142Z,False,False,False,False,False,True,0.486986301369863
C193,1,0,2024-11-27T04:57:50.144Z,False,False,True,False,False,False,0.8116438356164384
C194,1,1,2024-11-27T04:57:50.149Z,True,False,False,False,False,False,0.7910958904109586
C195,0,0,2024-11-27T04:57:50.152Z,False,False,True,False,False,False,0.19383561643835612
C196,1,1,2024-11-27T04:57:50.156Z,False,False,False,True,False,False,0.9061643835616437
C197,0,0,2024-11-27T04:57:50.159Z,False,False,False,False,False,True,0.08150684931506835
C198,1,1,2024-11-27T04:57:50.164Z,False,False,True,False,False,False,0.7554794520547945
C199,1,1,2024-11-27T04:57:50.167Z,True,False,False,False,False,False,0.6719178082191779
C200,1,1,2024-11-27T04:57:50.170Z,False,False,False,True,False,False,0.7890410958904108
C201,0,0,2024-11-27T04:57:50.172Z,True,False,False,False,False,False,0.39931506849315057
C202,1,1,2024-11-27T04:57:50.174Z,False,False,False,False,True,False,0.12876712328767126
C203,1,0,2024-11-27T04:57:50.182Z,False,False,False,False,False,True,0.5986301369863012
C204,1,0,2024-11-27T04:57:50.186Z,False,False,False,False,False,True,0.46506849315068477
C205,0,0,2024-11-27T04:57:50.188Z,False,True,False,False,False,False,0.19657534246575326
C206,0,1,2024-11-27T04:57:50.190Z,False,False,False,False,False,True,0.8356164383561642
C207,1,1,2024-11-27T04:57:50.193Z,False,True,False,False,False,False,0.1479452054794519
C208,0,0,2024-11-27T04:57:50.195Z,False,False,False,False,False,True,0.049315068493150704
C209,0,1,2024-11-27T04:57:50.198Z,False,False,False,False,False,True,0.6006849315068492
C210,1,1,2024-11-27T04:57:50.200Z,False,False,False,False,True,False,0.5191780821917809
C211,0,1,2024-11-27T04:57:50.201Z,True,False,False,False,False,False,0.1863013698630136
C212,1,0,2024-11-27T04:57:50.203Z,False,False,True,False,False,False,0.08013698630136967
C213,1,0,2024-11-27T04:57:50.205Z,False,False,False,False,False,False,0.5390410958904108
C214,1,1,2024-11-27T04:57:50.207Z,False,False,False,False,False,True,0.40273972602739727
C215,1,1,2024-11-27T04:57:50.209Z,False,False,False,False,True,False,0.5671232876712329
C216,1,1,2024-11-27T04:57:50.210Z,False,False,False,False,True,False,0.9424657534246577
C217,1,0,2024-11-27T04:57:50.212Z,False,False,True,False,False,False,0.17397260273972592
C218,0,0,2024-11-27T04:57:50.213Z,False,False,False,False,False,True,0.9109589041095889
C219,1,1,2024-11-27T04:57:50.215Z,False,True,False,False,False,False,0.18698630136986294
C220,1,0,2024-11-27T04:57:50.217Z,True,False,False,False,False,False,0.5082191780821916
C221,1,1,2024-11-27T04:57:50.218Z,False,False,False,False,False,True,0.28219178082191765
C222,1,0,2024-11-27T04:57:50.221Z,False,False,False,False,True,False,0.9554794520547945
C223,1,0,2024-11-27T04:57:50.223Z,False,True,False,False,False,False,0.8589041095890408
C224,0,1,2024-11-27T04:57:50.225Z,True,False,False,False,False,False,0.20753424657534247
C225,1,1,2024-11-27T04:57:50.227Z,False,False,False,False,True,False,0.5143835616438355
C226,0,1,2024-11-27T04:57:50.234Z,False,False,False,False,False,True,0.8205479452054796
C227,0,1,2024-11-27T04:57:50.237Z,False,False,False,False,True,False,0.2246575342465753
C228,1,1,2024-11-27T04:57:50.242Z,False,False,False,False,False,True,0.4842465753424656
C229,0,0,2024-11-27T04:57:50.255Z,False,False,False,True,False,False,0.21232876712328763
C230,1,1,2024-11-27T04:57:50.259Z,False,False,False,False,True,False,0.49178082191780814
C231,0,1,2024-11-27T04:57:50.262Z,False,False,True,False,False,False,0.06369863013698618
C232,0,0,2024-11-27T04:57:50.267Z,False,False,False,False,False,True,0.9986301369863013
C233,0,1,2024-11-27T04:57:50.268Z,False,False,False,False,True,False,0.47739726027397245
C234,1,1,2024-11-27T04:57:50.272Z,False,False,True,False,False,False,0.037671232876712146
C235,0,0,2024-11-27T04:57:50.275Z,False,False,True,False,False,False,0.09520547945205471
C236,0,0,2024-11-27T04:57:50.277Z,False,False,False,False,True,False,0.19931506849315062
C237,0,1,2024-11-27T04:57:50.283Z,True,False,False,False,False,False,0.6780821917808217
C238,0,0,2024-11-27T04:57:50.286Z,False,False,False,False,False,True,0.4328767123287671
C239,0,1,2024-11-27T04:57:50.299Z,False,False,False,False,True,False,0.7383561643835617
C240,1,1,2024-11-27T04:57:50.300Z,False,False,False,False,False,True,0.3904109589041096
C241,1,0,2024-11-27T04:57:50.303Z,False,False,False,True,False,False,0.2267123287671231
C242,0,1,2024-11-27T04:57:50.305Z,False,True,False,False,False,False,0.6465753424657534
C243,1,0,2024-11-27T04:57:50.308Z,False,False,False,False,False,True,0.03013698630136985
C244,0,0,2024-11-27T04:57:50.315Z,False,False,False,False,True,False,0.22054794520547927
C245,1,1,2024-11-27T04:57:50.317Z,False,False,False,False,True,False,0.571917808219178
C246,0,1,2024-11-27T04:57:50.319Z,True,False,False,False,False,False,0.5616438356164384
C247,1,0,2024-11-27T04:57:50.320Z,False,False,False,True,False,False,0.002054794520547798
C248,0,1,2024-11-27T04:57:50.322Z,False,True,False,False,False,False,0.7335616438356163
C249,1,1,2024-11-27T04:57:50.323Z,False,False,False,True,False,False,0.09315068493150669
C250,1,1,2024-11-27T04:57:50.325Z,False,False,False,False,False,True,0.8808219178082193
C251,0,0,2024-11-27T04:57:50.327Z,False,False,False,True,False,False,0.4493150684931506
C252,0,1,2024-11-27T04:57:50.329Z,True,False,False,False,False,False,0.726027397260274
C253,1,1,2024-11-27T04:57:50.331Z,False,False,False,False,True,False,0.9205479452054792
C254,0,0,2024-11-27T04:57:50.332Z,True,False,False,False,False,False,0.05753424657534234
C255,1,0,2024-11-27T04:57:50.334Z,False,False,False,False,True,False,0.4986301369863013
C256,0,1,2024-11-27T04:57:50.336Z,False,False,False,True,False,False,0.7993150684931507
C257,0,1,2024-11-27T04:57:50.337Z,False,True,False,False,False,False,0.9904109589041097
C258,0,1,2024-11-27T04:57:50.339Z,False,False,False,False,False,True,0.45342465753424643
C259,1,0,2024-11-27T04:57:50.340Z,False,False,False,False,False,False,0.13287671232876708
C260,1,1,2024-11-27T04:57:50.342Z,False,False,False,True,False,False,0.5191780821917809
C261,1,0,2024-11-27T04:57:50.343Z,False,False,True,False,False,False,0.6054794520547944
C262,0,0,2024-11-27T04:57:50.345Z,False,False,False,False,False,True,0.604794520547945
C263,0,1,2024-11-27T04:57:50.347Z,False,False,False,True,False,False,0.13630136986301356
C264,1,1,2024-11-27T04:57:50.349Z,False,False,False,False,False,True,0.8273972602739725
C265,1,1,2024-11-27T04:57:50.352Z,False,False,False,False,False,True,0.06095890410958904
C266,0,1,2024-11-27T04:57:50.353Z,False,False,False,False,False,False,0.6876712328767123
C267,0,0,2024-11-27T04:57:50.355Z,False,False,False,False,True,False,0.7595890410958903
C268,0,1,2024-11-27T04:57:50.356Z,False,False,True,False,False,False,0.689041095890411
C269,1,1,2024-11-27T04:57:50.358Z,False,False,False,False,False,True,0.8253424657534247
C270,1,0,2024-11-27T04:57:50.360Z,False,False,False,False,False,True,0.9972602739726026
C271,1,1,2024-11-27T04:57:50.361Z,False,False,False,False,False,False,0.2623287671232877
C272,0,0,2024-11-27T04:57:50.363Z,False,False,False,True,False,False,0.19931506849315062
C273,0,1,2024-11-27T04:57:50.364Z,False,False,False,False,True,False,0.7561643835616438
C274,0,0,2024-11-27T04:57:50.366Z,True,False,False,False,False,False,0.1499999999999999
C275,0,1,2024-11-27T04:57:50.368Z,False,False,True,False,False,False,0.7226027397260273
C276,1,1,2024-11-27T04:57:50.370Z,False,True,False,False,False,False,0.8006849315068494
C277,1,0,2024-11-27T04:57:50.371Z,True,False,False,False,False,False,0.8054794520547945
C278,1,0,2024-11-27T04:57:50.373Z,False,False,False,False,False,True,0.8328767123287673
C279,1,0,2024-11-27T04:57:50.375Z,False,False,False,False,False,True,0.19794520547945194
C280,0,0,2024-11-27T04:57:50.376Z,False,True,False,False,False,False,0.29109589041095885
C281,1,1,2024-11-27T04:57:50.378Z,False,False,False,False,False,True,0.45958904109589027
C282,0,1,2024-11-27T04:57:50.380Z,False,False,False,False,False,True,0.5856164383561644
C283,1,1,2024-11-27T04:57:50.393Z,True,False,False,False,False,False,0.18287671232876712
C284,0,1,2024-11-27T04:57:50.398Z,False,False,False,False,False,True,0.11575342465753424
C285,1,0,2024-11-27T04:57:50.400Z,False,False,False,False,False,True,0.893150684931507
C286,1,1,2024-11-27T04:57:50.404Z,False,True,False,False,False,False,0.721917808219178
C287,1,1,2024-11-27T04:57:50.413Z,False,False,False,True,False,False,0.6869863013698629
C288,1,0,2024-11-27T04:57:50.415Z,False,False,False,False,True,False,0.07876712328767121
C289,1,1,2024-11-27T04:57:50.417Z,False,False,True,False,False,False,0.9212328767123288
C290,0,0,2024-11-27T04:57:50.418Z,True,False,False,False,False,False,0.9047945205479451
C291,0,0,2024-11-27T04:57:50.421Z,False,False,False,False,False,True,0.2047945205479451
C292,0,0,2024-11-27T04:57:50.424Z,False,False,False,False,False,True,0.5678082191780822
C293,0,1,2024-11-27T04:57:50.427Z,False,False,False,True,False,False,0.012328767123287676
C294,1,1,2024-11-27T04:57:50.428Z,True,False,False,False,False,False,0.9904109589041097
C295,1,0,2024-11-27T04:57:50.431Z,False,False,False,True,False,False,0.13082191780821906
C296,0,1,2024-11-27T04:57:50.432Z,False,False,False,False,True,False,0.047260273972602684
C297,0,1,2024-11-27T04:57:50.434Z,False,False,True,False,False,False,0.36780821917808204
C298,0,0,2024-11-27T04:57:50.436Z,True,False,False,False,False,False,0.26986301369862997
C299,1,0,2024-11-27T04:57:50.437Z,False,False,True,False,False,False,0.81986301369863
C300,0,1,2024-11-27T04:57:50.439Z,False,False,False,True,False,False,0.13767123287671224
C301,0,0,2024-11-27T04:57:50.440Z,False,True,False,False,False,False,0.6109589041095889
C302,1,1,2024-11-27T04:57:50.442Z,False,False,False,False,False,True,0.18493150684931492
C303,0,1,2024-11-27T04:57:50.443Z,False,False,False,False,True,False,0.08082191780821901
C304,0,0,2024-11-27T04:57:50.445Z,False,False,False,False,False,True,0.9965753424657535
C305,0,1,2024-11-27T04:57:50.447Z,True,False,False,False,False,False,0.8205479452054796
C306,0,1,2024-11-27T04:57:50.448Z,True,False,False,False,False,False,0.797945205479452
C307,1,1,2024-11-27T04:57:50.450Z,False,False,False,False,False,True,0.19109589041095876
C308,0,1,2024-11-27T04:57:50.452Z,False,True,False,False,False,False,0.15205479452054793
